ㄱ;к г;
ㄴ;н;
ㄷ;т д;
ㄹ;р л ль;
ㅁ;м;
ㅂ;п б;
ㅅ;с;
ㅇ;нъ;
ㅈ;ч чж;
ㅊ;чх;
ㅋ;кх;
ㅌ;тх;
ㅍ;пх;
ㅎ;х;
ㄲ;кк;
ㄸ;тт;
ㅃ;пп;
ㅆ;сс;
ㅉ;чч;
ㅏ;а;
ㅑ;я;
ㅓ;о;
ㅕ;йо;
ㅗ;о;
ㅛ;ё;
ㅜ;у;
ㅠ;ю;
ㅡ;ы;
ㅣ;и;
ㅐ;э;
ㅒ;йэ;
ㅔ;э;
ㅖ;йе;
ㅚ;ве;
ㅟ;ви;
ㅢ;ый;
ㅘ;ва;
ㅝ;во;
ㅙ;вэ;
ㅞ;ве;
